0.92438	0.95251
0.078434	0.39589
0.70664	0.34409
2.0034	1.0016
0.22078	0.98878
-0.059567	0.46059
1.4025	0.10529
0.94683	0.61186
0.65897	0.8257
0.61136	0.14516
1.8427	0.21807
0.54309	0.92506
0.58973	0.67389
1.1955	0.34922
0.60092	0.96958
0.73832	0.2616
0.28279	1.0231
1.9677	0.090377
0.68246	0.12283
0.32886	1.0756
0.48057	0.29722
0.46837	0.92192
-0.048366	0.14715
1.3638	0.76884
0.65923	0.28295
0.33091	0.74327
2.083	1.0321
1.9834	0.79561
0.40967	0.047007
2.0281	0.29256
1.1187	0.29883
0.032066	0.66396
0.97567	0.48253
1.0844	0.62346
0.79894	0.76176
2.0186	0.18164
0.85476	-0.08042
0.17969	0.75548
0.74331	0.82497
0.15442	0.05393
1.1083	-0.050044
0.35296	0.66829
1.5821	-0.07148
0.57868	0.83157
0.42511	0.85607
1.6905	0.3206
0.78507	0.33897
0.24875	0.70716
0.55429	0.5103
0.49761	-0.0074378
1.0215	0.8348
1.8886	0.79538
1.8312	1.0658
0.30563	0.49373
-0.072327	1.0225
1.1474	0.018916
1.3629	-0.093385
0.033005	0.8075
1.0442	0.74424
1.4451	0.91439
-0.071929	0.05258
1.8262	0.86983
1.9716	-0.011797
0.15712	0.42867
1.35	0.58179
0.0070852	0.89008
0.82001	0.27433
1.1106	0.81226
0.96274	0.26731
0.038664	1.0484
-0.0046112	0.73524
0.25561	0.78945
1.2765	0.5143
-0.0012887	0.59857
1.1645	1.0391
0.40991	0.12891
0.38616	0.49221
0.71724	1.0168
1.4899	0.58123
1.2278	0.43529
0.4957	1.0714
-0.056138	0.94885
1.4109	0.20221
1.6802	0.59878
1.0652	1.0383
1.1214	0.97523
1.0803	0.50213
1.4813	0.83521
1.7763	0.59335
0.84548	0.3928
1.9775	0.36305
0.49111	0.38946
0.71034	-0.082934
-0.025881	1.0714
0.95862	0.34519
1.4208	1.0748
1.5101	0.67647
0.92691	0.10899
0.87482	0.16555
0.5808	0.26862
1.9265	1.0783
0.75644	0.10378
1.8348	-0.053142
0.89009	0.24051
0.80528	0.47036
0.15429	0.67856
0.19292	0.61212
1.2988	0.37886
0.70838	0.043529
1.349	0.45699
1.7893	0.060108
1.1052	1.1033
1.5778	0.84412
1.1931	0.78434
1.9352	0.19052
-0.071224	0.37645
0.40397	0.56418
1.5053	0.48048
1.9559	0.56521
1.0796	0.90362
0.17842	0.84317
0.0043528	-0.0047462
1.7391	0.91709
1.7587	1.013
0.89478	1.0172
-0.039045	0.81341
0.67006	0.41676
